,author,date,link,views
5 Terrifying Ways Being in Love Chemically Impairs You,Irene IR,2014-02-14 00:00:00,http://www.cracked.com/article_20999_5-terrifying-ways-being-in-love-chemically-impairs-you.html,615001
5 Cultures Whose Calendars Would Break Your Concept of Time,Teddem Yee,2014-02-15 00:00:00,http://www.cracked.com/article_20849_5-cultures-whose-calendars-would-break-your-concept-time.html,725687
7 Women Who Put Their Lady Parts to Horribly Practical Uses,Felix Clay,2014-02-15 00:00:00,http://www.cracked.com/blog/7-women-who-put-their-lady-parts-to-horribly-practical-uses/,1099210
The 6 Male Characters Women Never Get to See in Movies,"C. Coville, Christina H",2014-02-15 00:00:00,http://www.cracked.com/blog/the-6-male-characters-women-never-get-to-see-in-movies/,1192270
6 Life Lessons Learned from Working as a Carny,Mark Hill,2014-02-15 00:00:00,http://www.cracked.com/blog/6-life-lessons-learned-from-working-as-carny/,492998
5 Unexpected Things I Learned from Being a Heroin Addict,"J.F. Sargent, Ed Byrne",2014-02-16 00:00:00,http://www.cracked.com/personal-experiences-1306-5-unexpected-things-i-learned-from-being-heroin-addict.html,2666419
25 Great Movies Improved With a Change of Scenery,CRACKED Readers,2014-02-16 00:00:00,http://www.cracked.com/photoplasty_799_25-great-movies-improved-with-change-scenery/,339543
5 Bizarre Inspirations Behind Famous Movie Scenes,Luis Prada,2014-02-16 00:00:00,http://www.cracked.com/blog/5-bizarre-inspirations-behind-famous-movie-scenes/,939616
5 Movie Plot Holes You Didn't Notice Due to Editing (Pt. 3),Aatif Zubair,2014-02-17 00:00:00,http://www.cracked.com/article_20917_5-movie-plot-holes-you-didnt-notice-due-to-editing-pt.-2.html,1306547
3 Supervillain-Worthy Origin Stories of Famous Presidents,Daniel O'Brien,2014-02-17 00:00:00,http://www.cracked.com/blog/3-supervillain-worthy-origin-stories-famous-presidents/,588825
14 Bad Ideas That Are Still Shockingly Influential,,2014-02-17 00:00:00,http://www.cracked.com/podcast/14-bad-ideas-that-are-still-shockingly-influential,0
3 More Shirts and a Sale to Honor America's Finest President,CRACKED Staff,2014-02-17 00:00:00,http://www.cracked.com/blog/3-more-shirts-sale-to-honor-americas-finest-president/,54329
22 Inspiring Acts of Kindness That No One Ever Talks About,CRACKED Readers,2014-02-17 00:00:00,http://www.cracked.com/photoplasty_803_22-inspiring-acts-kindness-that-no-one-ever-talks-about/,1848238
The 6 Most Ridiculous Products Ever Made for Boobs,Pauli Poisuo,2014-02-18 00:00:00,http://www.cracked.com/blog/the-6-most-ridiculous-products-ever-made-boobs/,1659581
The 6 Most Ham-Fisted Uses of Sexual Innuendo in Marketing,"Amanda Mannen, Sam Jackson",2014-02-18 00:00:00,http://www.cracked.com/article_20579_the-6-most-ham-fisted-uses-sexual-innuendo-in-marketing.html,959503
4 Jokes No One Should Tell (For Good Reason),Chris Bucholz,2014-02-18 00:00:00,http://www.cracked.com/blog/4-jokes-no-one-should-tell-for-good-reason/,720759
5 Insanely Blatant Acts of Plagiarism by Famous People,A.C. Grimes,2014-02-18 00:00:00,http://www.cracked.com/article_20889_5-insanely-blatant-acts-plagiarism-by-famous-people.html,703999
5 Things Movies Don't Tell You About Mental Institutions,"Robert Evans, L.Y.M.",2014-02-19 00:00:00,http://www.cracked.com/personal-experiences-1280-5-things-movies-dont-tell-you-about-mental-institutions.html,1784268
5 Famous Filmmakers Whose Dream Projects Were Disasters,Tom Reimann,2014-02-19 00:00:00,http://www.cracked.com/blog/5-famous-filmmakers-whose-dream-projects-were-disasters/,1252686
33 Useful Words the English Language Needs to Add,CRACKED Readers,2014-02-19 00:00:00,http://www.cracked.com/photoplasty_801_33-useful-words-english-language-needs-to-add/,521109
The 5 Most Baffling Celebrity Appearances in Video Games,Jason Iannone,2014-02-20 00:00:00,http://www.cracked.com/blog/the-5-most-baffling-celebrity-appearances-in-video-games/,586012
The 5 Least Subtle Product Placements in Gaming History,Andrew Heaton,2014-02-20 00:00:00,http://www.cracked.com/article_20879_the-5-least-subtle-product-placements-in-gaming-history.html,882448
5 Awful Stories You Shouldn't Laugh At (But Probably Will),Robert Brockway,2014-02-20 00:00:00,http://www.cracked.com/blog/5-awful-stories-you-shouldnt-laugh-at-but-probably-will/,1738165
4 Plasma Technologies That Put Video Game Weapons to Shame,Luke McKinney,2014-02-20 00:00:00,http://www.cracked.com/blog/4-plasma-technologies-that-put-video-game-weapons-to-shame/,421010
4 Organizations Everyone Hates (For Stupid Reasons),Adam Tod Brown,2014-02-21 00:00:00,http://www.cracked.com/blog/4-organizations-everyone-hates-for-stupid-reasons/,888366
5 Disturbing Reasons Not to Trust the News (From a Reporter),"Robert Evans, Tamlin Magee",2014-02-21 00:00:00,http://www.cracked.com/personal-experiences-1264-5-disturbing-reasons-not-to-trust-news-from-reporter.html,754377
The World of Tomorrow if Smart Phones Disappeared Today,CRACKED Readers,2014-02-21 00:00:00,http://www.cracked.com/photoplasty_805_the-world-tomorrow-if-smart-phones-disappeared-today/,324546
The 11 Most Badass Presidential Facts,Daniel O'Brien,2014-02-22 00:00:00,http://www.cracked.com/blog/the-11-most-badass-presidential-facts/,337867
4 Video Game Mashups Too Awesome to Exist,Maxwell Yezpitelok,2014-02-22 00:00:00,http://www.cracked.com/blog/4-video-game-mashups-too-awesome-to-exist/,336537
The 6 Stealthiest Disguises in the Animal Kingdom,"Monte Richard, E. Reid Ross, Carly Brooke",2014-02-22 00:00:00,http://www.cracked.com/article_20881_the-6-stealthiest-disguises-in-animal-kingdom.html,681793
5 Terrifying Uses of Sexual Symbolism in Horror Films,Felix Clay,2014-02-22 00:00:00,http://www.cracked.com/blog/5-terrifying-uses-sexual-symbolism-in-horror-films/,1083534
5 Things Women Want From a Wingman,Tina Saucedo,2014-02-23 00:00:00,http://www.cracked.com/article_20527_5-things-women-want-from-wingman.html,76564
26 Baffling Remakes We'll Probably See Next,CRACKED Readers,2014-02-23 00:00:00,http://www.cracked.com/photoplasty_807_26-baffling-remakes-well-probably-see-next/,438878
6 Horrific Realities of Living With a Bedbug Infestation,"J.F. Sargent, Lillian Marx",2014-02-23 00:00:00,http://www.cracked.com/article_20909_6-horrific-realities-living-with-bedbug-infestation.html,998535
6 Mind-Blowing Easter Eggs Hidden in Famous Movie Costumes,Cezary Jan Strusiewicz,2014-02-23 00:00:00,http://www.cracked.com/blog/6-mind-blowing-easter-eggs-hidden-in-famous-movie-costumes/,2040374
27 Famous Movie Plots Solved With One Line of Dialogue,CRACKED Readers,2014-02-24 00:00:00,http://www.cracked.com/photoplasty_811_27-famous-movie-plots-solved-with-one-line-dialogue/,889380
New Store Update and All You'll Get Are These Badass Shirts,CRACKED Staff,2014-02-24 00:00:00,http://www.cracked.com/blog/new-store-update-all-youll-get-are-these-badass-shirts/,43512
5 Random Coincidences That Invented Modern Pop Culture,B.T. Doran,2014-02-24 00:00:00,http://www.cracked.com/article_20915_5-random-coincidences-that-invented-modern-pop-culture.html,1095147
The 5 Most Unexpected Things About Life at Guantanamo Bay,"Robert Evans, Anonymous",2014-02-24 00:00:00,http://www.cracked.com/personal-experiences-1290-the-5-most-unexpected-things-about-life-at-guantanamo-bay.html,735186
Dumb Movies They'll Study in Future History Classes,,2014-02-24 00:00:00,http://www.cracked.com/podcast/dumb-movies-theyll-study-in-future-history-classes,0
An Apology to the Residents of My Illegal Retirement Home,Chris Bucholz,2014-02-25 00:00:00,http://www.cracked.com/blog/an-apology-to-residents-my-illegal-retirement-home/,127077
6 Realistic Changes That Would Improve Superhero Movies,Luke McKinney,2014-02-25 00:00:00,http://www.cracked.com/blog/6-realistic-changes-that-would-improve-superhero-movies/,879722
The 5 Most Blatantly Corrupt Lawyers in History,Rob Nietupski,2014-02-25 00:00:00,http://www.cracked.com/article_20965_the-5-most-blatantly-corrupt-lawyers-in-history.html,734853
5 Movie Plots That Rely On People Sucking at Important Jobs,"Rohan Ramakrishnan, Aatif Zubair",2014-02-25 00:00:00,http://www.cracked.com/article_20911_5-movie-plots-that-rely-people-sucking-at-important-jobs.html,1032716
5 Mind-Blowing Things Found Hiding in Our Own Solar System,Ivan Farkas,2014-02-26 00:00:00,http://www.cracked.com/article_20925_5-mind-blowing-things-found-hiding-in-our-own-solar-system.html,954444
23 Shocking Comparisons That Change How You Think of Money,CRACKED Readers,2014-02-26 00:00:00,http://www.cracked.com/photoplasty_809_23-shocking-comparisons-that-change-how-you-think-money/,1027647
5 Disturbing Old-Timey Ads Obviously Created by Aliens,Kristi Harrison,2014-02-26 00:00:00,http://www.cracked.com/blog/5-disturbing-old-timey-ads-obviously-created-by-aliens/,585142
4 Ways the New Season of 'Heroes' Can Avoid Sucking,John Cheese,2014-02-27 00:00:00,http://www.cracked.com/blog/4-ways-new-season-heroes-can-avoid-sucking/,432625
5 Useless Pieces of Advice Everyone Gives to New Parents,Christina H,2014-02-27 00:00:00,http://www.cracked.com/blog/5-useless-pieces-advice-everyone-gives-to-new-parents/,600337
5 Symbols of Free Speech You Won't Believe Are Mass-Produced,C. Coville,2014-02-27 00:00:00,http://www.cracked.com/blog/5-symbols-free-speech-you-wont-believe-are-mass-produced/,517371
5 Absurd Movie and TV Premises That Actually Happened,Justin Crockett,2014-02-27 00:00:00,http://www.cracked.com/article_20959_5-absurd-movie-tv-premises-that-actually-happened.html,1109239
5 Ridiculously Badass Protests Against Oppressive Regimes,"Pat Carnell, A.C. Grimes",2014-02-28 00:00:00,http://www.cracked.com/article_20821_5-ridiculously-badass-protests-against-oppressive-regimes.html,511339
28 Awesome Ways to Spend One Day of Invincibility,CRACKED Readers,2014-02-28 00:00:00,http://www.cracked.com/photoplasty_815_28-awesome-ways-to-spend-one-day-invincibility/,397422
4 Things You Should Never Do in Front of People You Love,Adam Tod Brown,2014-02-28 00:00:00,http://www.cracked.com/blog/4-things-you-should-never-do-in-front-people-you-love/,898432
6 Things Movies Don't Show You About Being an Archaeologist,"Robert Evans, Hadas Levine",2014-03-04 00:00:00,http://www.cracked.com/personal-experiences-1260-6-things-movies-dont-show-you-about-being-archeologist.html,700546
5 More Creepy Ways Animals Have Mastered Mind Control,Himanshu Sharma,2014-03-05 00:00:00,http://www.cracked.com/article_20907_5-more-creepy-ways-animals-have-mastered-mind-control.html,385012
5 Near Deaths That Would Have Changed the Face of History,"Jacopo della Quercia , Matthew Moffitt",2014-03-05 00:00:00,http://www.cracked.com/article_20773_5-near-deaths-that-would-have-changed-face-history.html,661115
21 Beloved Famous People Everyone Forgets Did Awful Things,CRACKED Readers,2014-03-05 00:00:00,http://www.cracked.com/photoplasty_819_21-beloved-famous-people-everyone-forgets-did-awful-things/,2376933
5 Awful Side Effects of Insomnia No One Talks About,John Cheese,2014-03-06 00:00:00,http://www.cracked.com/blog/5-awful-side-effects-insomnia-no-one-talks-about/,786811
5 World-Changing Trends That Will Transform Pop Culture,Robert Evans,2014-03-06 00:00:00,http://www.cracked.com/blog/5-world-changing-trends-that-will-transform-pop-culture/,469700
4 Ways the Internet Is Creeping into the Real World,Pauli Poisuo,2014-03-06 00:00:00,http://www.cracked.com/blog/4-ways-internet-creeping-into-real-world/,434975
5 Brain Disorders That Started as Evolutionary Advantages,"Matthew Moffitt, Himanshu Sharma",2014-03-06 00:00:00,http://www.cracked.com/article_20905_5-brain-disorders-that-started-as-evolutionary-advantages.html,1433666
5 Badass People Who Stood Up to Infamous Dictators,"Pat Carnell, Eric Yosomono",2014-03-07 00:00:00,http://www.cracked.com/article_20887_5-badass-people-who-stood-up-to-infamous-dictators.html,909422
4 Celebrities Who Got Blacklisted for Doing the Right Thing,Adam Tod Brown,2014-03-07 00:00:00,http://www.cracked.com/blog/4-celebrities-who-got-blacklisted-doing-right-thing/,1637656
The 27 Most Practical Superpowers We Actually Want,CRACKED Readers,2014-03-07 00:00:00,http://www.cracked.com/photoplasty_821_the-27-most-practical-superpowers-we-actually-want/,594232
4 People Who Really Are Making the World a Better Place,Felix Clay,2014-03-08 00:00:00,http://www.cracked.com/blog/4-people-who-really-are-making-world-better-place/,1063976
5 Ridiculous Alternate Versions of Prehistoric Animals,Teddem Yee,2014-03-08 00:00:00,http://www.cracked.com/article_20861_5-ridiculous-alternate-versions-prehistoric-animals.html,553307
5 Words That Used to Mean the Exact Opposite,J.F. Sargent,2014-03-08 00:00:00,http://www.cracked.com/blog/5-words-that-used-to-mean-exact-opposite/,540652
The 11 Most Disturbing Tourist Attractions Around the World,Pauli Poisuo,2014-03-08 00:00:00,http://www.cracked.com/blog/the-11-most-disturbing-tourist-attractions-around-world/,770247
6 Ways Life Is Different If You're Short and Male,Gladstone,2014-03-09 00:00:00,http://www.cracked.com/blog/6-ways-life-different-if-youre-short-male/,1063890
5 People Who Abused Tiny Amounts of Power in Hilarious Ways,Kevin Phelan,2014-03-09 00:00:00,http://www.cracked.com/article_20931_5-people-who-abused-tiny-amounts-power-in-hilarious-ways.html,1233758
22 Redesigns of Everyday Life (Updated for Accuracy),CRACKED Readers,2014-03-09 00:00:00,http://www.cracked.com/photoplasty_823_22-redesigns-everyday-life-updated-accuracy/,409110
5 Heroic Attempts to Do Good (That Backfired Horribly),"Dylan Moore, Hillery Alley",2014-03-09 00:00:00,http://www.cracked.com/article_20815_5-heroic-attempts-to-do-good-that-backfired-horribly.html,1021974
The 6 Most Unexpectedly Awesome Party Hacks of All Time,Robert Evans,2014-03-10 00:00:00,http://www.cracked.com/blog/the-6-most-unexpectedly-awesome-party-hacks-all-time/,652099
The 21 Wittiest Comebacks Ever to End an Argument,CRACKED Readers,2014-03-10 00:00:00,http://www.cracked.com/photoplasty_825_the-21-wittiest-comebacks-ever-to-end-argument/,3121877
15 Things That Secretly Influence Who You Have Sex With,,2014-03-10 00:00:00,http://www.cracked.com/podcast/15-things-that-secretly-influence-who-you-have-sex-with,0
5 Movies and TV Shows With Brilliant Clues in the Dialogue,"Amanda Mannen, Lachlan M., Ed Stevens, Ryan Menezes",2014-03-10 00:00:00,http://www.cracked.com/article_20943_5-movies-tv-shows-with-brilliant-clues-in-dialogue.html,1115604
New Shirt for Resident Evil Fans,CRACKED Staff,2014-03-10 00:00:00,http://www.cracked.com/blog/store-post-its-your-turn-to-choose-next-cracked-shirt/,24449
5 Crucial Rules of Every Game (Not Found in the Rulebook),Chris Bucholz,2014-03-11 00:00:00,http://www.cracked.com/blog/5-crucial-rules-every-game-not-found-in-rulebook/,611407
5 Horrifying Ways an Ex Can Ruin Your Life With Nude Photos,J.F. Sargent,2014-03-11 00:00:00,http://www.cracked.com/article_20953_5-horrifying-ways-ex-can-ruin-your-life-with-nude-photos.html,1294454
5 Truths About Sexual Fetishes (A Dominatrix's Perspective),"Robert Evans, Anonymous",2014-03-11 00:00:00,http://www.cracked.com/personal-experiences-1298-5-truths-about-sexual-fetishes-a-dominatrixs-perspective.html,1725727
5 Things I Didn't Know About Health Care (Until I Got Sick),C. Coville,2014-03-11 00:00:00,http://www.cracked.com/blog/5-things-i-didnt-know-about-health-care-until-i-got-sick/,566798
The 5 Most Unintentionally Horrifying Children's Video Games,Michael Kane,2014-03-12 00:00:00,http://www.cracked.com/article_21001_the-5-most-unintentionally-horrifying-childrens-video-games.html,1203649
35 Popular Songs That Don't Mean What You Think,CRACKED Readers,2014-03-12 00:00:00,http://www.cracked.com/photoplasty_827_35-popular-songs-that-dont-mean-what-you-think/,2463671
5 Eerily Human Things You Won't Believe Animals Do,"Ivan Farkas, Andrew Heaton, Himanshu Sharma",2014-03-12 00:00:00,http://www.cracked.com/article_20827_5-eerily-human-things-you-wont-believe-animals-do.html,777905
6 Famous Movies You Can Walk Around in Right Now,"Amanda Mannen, Evan V. Symon",2014-03-13 00:00:00,http://www.cracked.com/article_20993_6-famous-movies-you-can-walk-around-in-right-now.html,927948
4 Terrifying Myths About Adulthood Every Kid Believes,John Cheese,2014-03-13 00:00:00,http://www.cracked.com/blog/4-terrifying-myths-about-adulthood-every-kid-believes/,734255
